id,artist,title,video_id,cover,emotion_id
31,Peder Elias,Bonfire,fBv5lud-q4Q,https://image.bugsm.co.kr/album/images/500/9163/916340.jpg,1
32,제이레빗,Happy Things,Z10O-rmUDEo,https://i1.sndcdn.com/artworks-000096395047-7qpp38-t500x500.jpg,1
33,홍대광,잘됐으면 좋겠다,4rH_EjolRfc,https://image.bugsm.co.kr/album/images/original/5044/504402.jpg,1
34,SOLE,RIDE,fMXsETDG3MU,"https://cdnimg.genie.co.kr/Y/IMAGE/IMG_MUZICAT/IV2/Genie_Magazine/4176/Mgz_Sub_IMG_20171103102824.jpg/dims/resize/Q_80,0",1
35,샤이니,View,nThFdI4VbgA,https://1.bp.blogspot.com/-50J1BfXySzw/VVtUvMb2ZqI/AAAAAAAAALs/czfaX00Vc8s/s1600/odddddddddd.jpg,1
36,첸(엑소),최고의 행운,jKkuLPSCydI,https://image.bugsm.co.kr/album/images/500/4416/441672.jpg,1
37,Anne-Marie,2002,ee2mcqcGL_c,https://assets.audiomack.com/rosie18-3/3ec319fcc7fe488b07f9aa157225056b7f6e7d69cabb8e126162ab7f159d993d.jpeg?width=1000&height=1000&max=true,1
38,권진아,Fly Away,AuuMtPdKUf0,https://d3ttbrlvlwtn7f.cloudfront.net/upload/album/4199/ccc534cb-1acd-4be7-9b67-f4ec7609da9a_570.jpg,1
39,보아,Milky Way,HlEWgTUKsIk,https://image.yes24.com/momo/TopCate09/MidCate06/858887.jpg,1
40,오마이걸,BUNGEE,cvC7zYsMVco,https://cdnimg.melon.co.kr/cm/album/images/103/14/743/10314743_500.jpg?9111c765f3c06c197915a761ff0cbf62,1
41,윤하,Parade,BoTVJvvXNnc,https://www.mintpaper.co.kr/wp-content/uploads/2017/12/younha.jpg,1
42,잔나비,투게더,1HfsK4rzr5s,https://images.genius.com/bc44d786b88f7e4bdbb3834cc94b810b.1000x1000x1.jpg,1
43,Colde,와르르,zrbvbBoWQg8,https://images.genius.com/aad26f37fb5b95c245f7e5ab38f81205.1000x1000x1.jpg,1
44,10cm,너에게 닿기를,xvxYEthSt2U,https://c-sf.smule.com/rs-s92/arr/18/24/11dde2da-ca3b-40a6-a926-3626508902e3.jpg,1
45,비투비,Call Me,0unJHBOOx1Y,https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/072/207/81072207_1529309873134_1_600x600.JPG,1
46,범키,갖고놀래,zHd1JcExu1k,https://www.akbobada.com/home/akbobada/archive/akbo/img/55382.jpg,1
47,범키,Bad Girl,TxMnYx3L5lU,https://i0.wp.com/colorcodedlyrics.com/wp-content/uploads/2013/06/coveruct.jpg?fit=640%2C640&ssl=1,1
48,아이유,Blueming,D1PvIWdJ8xo,https://images.genius.com/570f182ed6c180ebb64f16182550dda2.1000x1000x1.jpg,1
49,DAYBREAK,꽃길만 걷게 해줄게,Umzcia9C-ho,https://image.bugsm.co.kr/album/images/500/5687/568771.jpg,1
50,허각,행복한 나를,lPz47_lK574,https://image.bugsm.co.kr/album/images/500/2460/246074.jpg,1
51,세븐틴,예쁘다,pxC7XsOHqxI,https://cdnimg.melon.co.kr/cm/album/images/026/80/682/2680682_500.jpg?cde46cb9eb41b1cb1320c66b74e4f912/melon/resize/282/quality/80/optimize,1
52,B1A4,이게 무슨 일이야,oqxHy4G9FMI,https://image.bugsm.co.kr/album/images/500/3679/367982.jpg,1
53,안녕바다,별빛이 내린다,zKEvPG4yhbA,https://pic.pimg.tw/indapi/1433553473-3331945930.jpg,1
54,BTS,봄날,jIKS7mTbXpM,https://i1.sndcdn.com/artworks-000218005904-fimoup-t500x500.jpg,1
55,DAY6,예뻤어,Mhyi9p7T7OM,https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcTeRKegwYmnhqr9qs424IvAQiXqbDcJXhkbrA&usqp=CAU,1
56,윤딴딴,잘 살고 있지롱,nBBrAvZ8BBk,https://image.bugsm.co.kr/album/images/500/202598/20259810.jpg,1
57,산들,취기를 빌려,2COAu1l6hUQ,https://image.bugsm.co.kr/album/images/500/9887/988734.jpg,1
58,적재,나랑 같이 걸을래,cn8gCkw6H5A,https://image.bugsm.co.kr/album/images/350/9988/998892.jpg,1
59,Billy Joel,Piano Man,QwVjTlTdIDQ,https://upload.wikimedia.org/wikipedia/ko/0/00/%EB%B9%8C%EB%A6%AC_%EC%A1%B0%EC%97%98_-_Piano_Man_%EC%9D%8C%EB%B0%98.jpg,2
60,Loving Caliber,Homesick,K7cEGhQBrqw,https://d34qmkt8w5wll9.cloudfront.net/commercial-releases/cover_art/jpeg/2521.jpg,2
61,Ed Sheeran,Photograph,SlbfAYvA_gI,https://upload.wikimedia.org/wikipedia/ko/f/fc/%EC%97%90%EB%93%9C_%EC%8B%9C%EB%9F%B0_x.png,2
62,John Denver,"Take Me Home, Country Roads",1vrEljMfXYo,https://cdn-s3.allmusic.com/release-covers/400/0001/226/0001226070.jpg,2
63,가비엔제이,해바라기,NvIvzAtu2LQ,https://image.yes24.com/goods/3669685/L,2
64,노라조,형,K7LnjbxJB9E,https://t1.daumcdn.net/cfile/tistory/99AE034D5B3F60F70E,2
65,싸이,친구놈들아,AdLjSIxzrzc,https://image.bugsm.co.kr/album/images/500/80202/8020251.jpg,2
66,이문세,소녀,cZQVWlr8AAA,https://image.yes24.com/goods/1388414/L,2
67,전상근,사랑은 지날수록 더욱 선명하게 남아,02GLhppUhZU,https://image.bugsm.co.kr/album/images/500/203297/20329794.jpg,2
68,우효,민들레,Fwk44SRRO9E,https://cdnimg.melon.co.kr/cm/album/images/100/66/942/10066942_500.jpg?cbb2353535ac02552b9ceb224e9cebac/melon/quality/80/optimize,2
69,SG워너비,사랑하자,lsntUPqWBYs,https://t1.daumcdn.net/cfile/tistory/24421E3A56FD2A1C23,2
70,에픽하이,빈차,6U2h_iccLXE,https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/991/334/80991334_1508741715086_1_600x600.JPG,2
71,서영은,웃는거야,qMCtjPSp54I,https://image.bugsm.co.kr/album/images/500/80170/8017014.jpg,2
72,BLACKPINK,Lovesick Girls,D8RZbI1jfQ0,https://t1.daumcdn.net/cfile/tistory/999B794D5F7705C034,2
73,John Mayer,Gravity,_iGOWk-r614,https://e.snmc.io/i/300/w/8fd1aca11ccba0a2079d74c231f0bdb4/1941196,2
74,Yuhki Kuramoto,Second Romance,nIMNhrmntYo,https://i.ytimg.com/vi/flE3vtJaOj8/hqdefault.jpg,2
75,정인,오르막길,5DxWlQKC7DI,https://image.bugsm.co.kr/album/images/500/3309/330924.jpg,2
76,비투비,아름답고도 아프구나,5zae7TdE848,https://image.bugsm.co.kr/album/images/500/202024/20202481.jpg,2
77,황치열,매일 듣는 노래,s6H5P3UpyJY,https://image.bugsm.co.kr/album/images/500/6471/647192.jpg,2
78,기리보이,아퍼,veRIGU--tec,https://images.genius.com/07bd54969e8a8614433312bd84248eaa.1000x1000x1.jpg,2
79,XXXTENTACION,SAD,pgN-vvVVxMA,https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/041/210/81041210_1520473116652_1_600x600.JPG,2
80,윤종신,탈진,dPrh7gvFWus,https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/768/270/80768270_1450773550566_1_600x600.JPG,2
81,이소라,바람이 부네요,JfPraFScArI,https://image.bugsm.co.kr/album/images/500/203232/20323213.jpg,2
82,먼데이키즈,"사랑 못해, 남들 쉽게 다 하는 거",aPujgZn2PCg,https://img6.yna.co.kr/etc/inner/KR/2020/10/21/AKR20201021030200005_01_i_P2.jpg,2
83,김효은,Come Back,6VQJViW_h30,https://image.bugsm.co.kr/album/images/200/203520/20352021.jpg?version=20200929002429.0,2
84,권진아,오늘 뭐 했는지 말해봐,5jZz-QHJ0So,https://t1.daumcdn.net/cfile/tistory/9907BE385D84D94317?original,2
85,Crying Nut,밤이 깊었네,aEib5H5XUzA,https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/015/025/205/15025205_1349678982809_1_600x600.JPG,2
86,어반자카파,어떤하루,A_Tshv1sWGE,https://image.bugsm.co.kr/album/images/500/3987/398757.jpg,2
87,중식이,나는 반딧불,Fz1cJ5XRI6I,https://image.bugsm.co.kr/album/images/500/203202/20320264.jpg,2
88,2NE1,아파,QOlf7o26oOE,https://images.genius.com/88013507b6245e945ab4d8aec9e14041.640x640x1.jpg,2
89,Classified,3 Foot Tall,NEHJ2xSLGkM,https://i1.sndcdn.com/artworks-000053510456-ez455a-t500x500.jpg,2
90,Post Malone,Stay,4Ukh9aQBzWc,https://i.pinimg.com/originals/73/ce/fb/73cefb0603ddf5b5d6527a09fa7bc4c6.png,2
91,Kiiara,L*** Is A Bad Word,JoEqOLRYewE,https://mblogthumb-phinf.pstatic.net/MjAyMDA0MTVfMTEg/MDAxNTg2ODc4MzEzOTY0.qwfNA_SXs_7jhzMbVmqqtNUMQSSGZpVB8ZKRg09I8Zwg.5Dm4eERBEmsy-Mv4wUrvKVObJ6B1swvRyqouRA_VhO8g.JPEG.mazokiki0405/kiiara_-_l_is_a_bad_word.jpeg?type=w800,2
92,자우림,"스물다섯, 스물하나",Ts20_7v14ZA,https://ticketimage.interpark.com/interparkenter/jaurim/discography/jaurim_discography_pc_cover(530x530px)_01.jpg,2
93,박혜원,시든 꽃에 물을 주듯,BDqUNyV7UmU,https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/179/371/81179371_1553847956575_1_600x600.JPG,2
94,폴킴,안녕,ykHXtyVJB0g,https://image.bugsm.co.kr/album/images/500/202708/20270833.jpg,2
95,빅마마,체념,ULfAaYIuldI,"https://cdnimg.genie.co.kr/Y/IMAGE/IMG_ALBUM/015/027/640/15027640_1399965645543_1_600x600.JPG/dims/resize/Q_80,0",2
96,이문세,옛사랑,BDH4M5stzqM,https://img1.daumcdn.net/thumb/R800x0/?scode=mtistory2&fname=https%3A%2F%2Ft1.daumcdn.net%2Fcfile%2Ftistory%2F221BB2425970507709,2
97,아이유,Love Poem,kcx0a2OAhN0,https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcSNz6hwJ6dUPLjZ84MohAeNvgq-L0JtvIuZ5Q&usqp=CAU,2
98,토이,U & I,VWqblSZDrtY,https://upload.wikimedia.org/wikipedia/ko/thumb/9/96/Da_Capo-%ED%86%A0%EC%9D%B4.jpg/220px-Da_Capo-%ED%86%A0%EC%9D%B4.jpg,2
99,Sam Smith,I'm Not The Only One,67ibXO8viXE,https://mblogthumb-phinf.pstatic.net/MjAyMDAzMDFfMTY5/MDAxNTgzMDAxMjQ4NDU1.D-ceoJ4VNvU5FclYX1Hn8SvD9HYGc1ojlExTG23j3pQg.YDVQ_U-VqwcZD6DyqElCvpbM4MiToA0-KxLelCX3OOMg.JPEG.mm_o_/Sam_Smith_-_I%27m_Not_The_Only_One.jpg?type=w800,2
100,전상근,사랑이란 멜로는 없어,kWBn-kx5ZZk,https://image.bugsm.co.kr/album/images/500/202760/20276025.jpg,2
101,Christina Aguilera,Reflection,t5vur4_NO9g,https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcQYYugbpRnhEYw8heS0jH9s5yhB1Nch0njUwg&usqp=CAU,2
102,SOLE,Slow,Ms6aW53r67w,https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/084/162/81084162_1531447751484_1_600x600.JPG,2
103,THAMA,2G Love,27n0nKGHzuU,https://images.genius.com/e148d75ba740c15bcf96a6741cdbeb7d.999x999x1.jpg,2
104,크러쉬,Alone,5v7b6I2ZoFI,https://sleeplessaliana.files.wordpress.com/2019/12/crush-2nd-album-from-midnight-to-sunrise.jpg,2
105,벤,갈 수가 없어,qu1ZDoki1PY,https://image.bugsm.co.kr/album/images/500/201309/20130956.jpg,2
106,소녀시대,힘내!,#NAME?,https://upload.wikimedia.org/wikipedia/ko/thumb/1/1f/%EC%86%8C%EB%85%80%EC%8B%9C%EB%8C%80_-_Gee_%28EP%29.jpg/220px-%EC%86%8C%EB%85%80%EC%8B%9C%EB%8C%80_-_Gee_%28EP%29.jpg,2
107,악동뮤지션,시간과 낙엽,dbpepFegS6Y,https://image.bugsm.co.kr/album/images/500/4560/456069.jpg,2
108,태연,내일은 고백할게,BWksgZHmDpc,https://blog.kakaocdn.net/dn/u2mti/btqIRZjKi4M/q8OqpALYDcmRNaEys1MoQ1/img.jpg,2
109,버벌진트,이게 사랑이 아니면,fKLdmN2X9VI,https://image.bugsm.co.kr/album/images/500/3586/358635.jpg,2
110,케이시,그때가 좋았어,fD1OjaLdLx4,https://img1.daumcdn.net/thumb/R800x0/?scode=mtistory2&fname=https%3A%2F%2Ft1.daumcdn.net%2Fcfile%2Ftistory%2F99DB3F435C53874927,2
111,지코,사랑이었다,if4m99lM24s,https://image.bugsm.co.kr/album/images/500/200188/20018879.jpg,2
112,정승환,어떤가요,GZBABj18aE0,https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/056/658/81056658_1524208645394_1_600x600.JPG,2
113,윤도현 밴드,너를 보내고,brKH-IsAA2s,https://1.bp.blogspot.com/-jNr5Vutw6J4/WKKRt1AetBI/AAAAAAAAWF0/m0gtuntP7AwZA_qJ40lIWfbaF7pycwZrwCPcB/s1600/YB%2B-%2B%25ED%2595%259C%25EA%25B5%25AD%2BRock%2B%25EB%258B%25A4%25EC%258B%259C%2B%25EB%25B6%2580%25EB%25A5%25B4%25EA%25B8%25B0%2B1999.png,2
114,10cm,그게 아니고,k1fUhcy-548,https://image.bugsm.co.kr/album/images/500/2632/263269.jpg,2
115,Maroon 5,Memories,1w6xKlGRg_c,https://t1.daumcdn.net/cfile/tistory/99A3D4495F847EF105,2
116,김필,그때 그 아인,xYvO_mYfOfk,https://img.hankyung.com/photo/202002/20200215144446_5e47854ec63f7_1.jpg,2
117,Izi,응급실,E-BvyQb7mWE,https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/015/029/371/15029371_1342400749964_1_600x600.JPG,2
118,NCT127,나의 모든 순간,LM-Oo1zj-u4,https://images.genius.com/2f64ace27131f2b1e1205d6aa9741958.1000x1000x1.jpg,2
119,못,서울은 흐림,p2FQGboggQI,https://image.yes24.com/goods/2546346/L,2
120,신해경,꽃 피는 계절처럼,kFVItQeRHNQ,https://image.bugsm.co.kr/album/images/350/203315/20331520.jpg,2
121,Sasha Sloan,Normal,SqK_9tpt_SY,https://static.qobuz.com/images/covers/2a/ym/hu1h11qqfym2a_600.jpg,2
122,태연,U R,woqRmrtVhgM,https://image.bugsm.co.kr/album/images/500/5351/535158.jpg,2
123,백예린,London,nOl0E7L2Qz8,https://image.bugsm.co.kr/album/images/500/202938/20293803.jpg,2
124,공기남,똑같았을거야,aO_Ui_--OKs,https://image.bugsm.co.kr/album/images/500/8322/832294.jpg,2
125,안녕하신가영,언젠가 설명이 필요한 밤,u6qg5ao9ryM,https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/446/491/80446491_1404377892680_1_600x600.JPG,2
126,적재,야작시,YyTpnELlb-8,https://image.bugsm.co.kr/album/images/350/203478/20347883.jpg,2
127,패닉,달팽이,wNV3r3zBQDI,https://image.bugsm.co.kr/album/images/500/32/3255.jpg,2
128,싸이,아버지,IcOpvfPx1C0,https://www.musickorea.com/storage/woo680821EN/www/prefix/product/2018/12/O/product.16553.152153459285550.JPG,2
129,Wiz Khalifa,See You Again,nugmZqIP0uk,https://img1.daumcdn.net/thumb/R800x0/?scode=mtistory2&fname=https%3A%2F%2Ft1.daumcdn.net%2Fcfile%2Ftistory%2F999246495ABCB86610,2
130,애즈원,원하고 원망하죠,kyoghOpNseY,"https://cdnimg.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/379/172/80379172_1383703320854_1_600x600.JPG/dims/resize/Q_80,0",2
131,이소라,신청곡,f6kVxoEPIKY,https://cdnimg.melon.co.kr/cm/album/images/102/44/499/10244499_500.jpg?4fee84ae880e1c6e61ccc739f38032e3/melon/quality/80/optimize,2
132,송민호,겁,H5lqjJVQIxs,https://ilyricsbuzz.com/wp-content/uploads/2015/09/Show-Me-The-Money-4-Episode-5.jpg,2
133,Emerald Castle,발걸음,ZKOwyeFgcAo,https://image.auction.co.kr/itemimage/e9/00/a5/e900a5a66.jpg,2
134,최재훈,비의 랩소디,UdGC9bPtupk,https://cdnimg.melon.co.kr/cm/album/images/000/04/986/4986_500.jpg/melon/quality/80/optimize,2
135,린,...사랑했잖아...,nj_6geqNPLA,https://image.aladin.co.kr/product/17921/35/cover500/scm216137084065.jpg,2
136,어반자카파,널 사랑하지 않아,fYsDi91T-SA,https://cdnimg.melon.co.kr/cm/album/images/026/87/420/2687420_500.jpg,2
137,수지,다른 사람을 사랑하고 있어,gq0_DO_9_R4,https://images.chosun.com/resizer/NV4-DGrWHMjp39dHjO64h41AXdQ=/464x0/smart/cloudfront-ap-northeast-1.images.arcpublishing.com/chosun/4CDCRJ6MEJNSPK55ZOPNPVYZDY.jpg,2
138,포맨,못해,2i-hqulIveM,https://image.bugsm.co.kr/album/images/500/2150/215087.jpg,2
139,거북이,비행기,dXQzwNb8G7g,https://image.bugsm.co.kr/album/images/500/80201/8020122.jpg,3
140,거북이,빙고,mIrEcebqm20,https://image.bugsm.co.kr/album/images/500/80019/8001946.jpg,3
141,Queen,Don't Stop Me Now,hBp4dgE7Bho,https://sangeomusic.com/wp-content/uploads/2020/06/Bohemian-Rhapsody-324x324-1-1.jpg,3
142,Mark Ronson,Uptown Funk,tYvFa2ARD24,https://img1.daumcdn.net/thumb/R720x0.q80/?scode=mtistory2&fname=http%3A%2F%2Fcfile10.uf.tistory.com%2Fimage%2F994E45495CC1927C16E5DE,3
143,Katrina And The Waves,Walikng On Sunshine,HmR2IZjuMVc,https://m.media-amazon.com/images/I/71qu5+dqjpL._SS500_.jpg,3
144,한요한,400km,#NAME?,https://image.bugsm.co.kr/album/images/500/203151/20315104.jpg,3
145,Leellamarz,Trip,5C-UzW1FLiA,"https://i.kfs.io/album/global/39553216,0v1/fit/500x500.jpg",3
146,Michael Jackson,Billie Jean,Kr4EQDVETuA,https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcSIBtdxB0BGouo_G-RzFuz3274OVtRtC_Zv8w&usqp=CAU,3
147,이승기,여행을떠나요,c39i3mjROmo,https://image.bugsm.co.kr/album/images/500/1545/154541.jpg,3
148,볼빨간사춘기,여행,aa1iMb-2TJ8,https://cdnimg.melon.co.kr/cm/album/images/101/70/069/10170069_500.jpg?107db514a95bc76cca29db1d2678921b,3
149,이승기,Smile Boy,fGauJC29ONM,https://image.bugsm.co.kr/album/images/500/80293/8029356.jpg,3
150,이적,하늘을 달리다,xwaoYLjibeg,https://img1.daumcdn.net/thumb/R800x0/?scode=mtistory2&fname=https%3A%2F%2Ft1.daumcdn.net%2Fcfile%2Ftistory%2F2055B52E4CE3CADF37,3
151,마마무,딩가딩가,LzmdGtzby2s,https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/663/433/81663433_1603171261713_1_600x600.JPG,3
152,Imagine Dragons,Thunder,4AqjqOqNrjw,https://upload.wikimedia.org/wikipedia/en/2/28/Imagine_Dragons_Thunder.jpg,3
153,크러쉬,OHIO,DsEVgvCB6PE,https://images.genius.com/75feed73dd21953a53ac97915e61d1dc.600x600x1.jpg,3
154,장범준,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,689GoEBjMhY,https://image.bugsm.co.kr/album/images/500/202726/20272602.jpg,3
155,싸이,뜨거운 안녕,BD3MbtUBuTM,https://i.ytimg.com/vi/zDyXwcWM3m0/maxresdefault.jpg,3
156,싸이,챔피언,wV8HnthSC90,https://s.mxmcdn.net/images-storage/albums/2/6/2/4/4/5/26544262_800_800.jpg,3
157,싸이,강남스타일,9bZkp7q19f0,https://upload.wikimedia.org/wikipedia/ko/1/15/%EC%8B%B8%EC%9D%B4_-_%EA%B0%95%EB%82%A8%EC%8A%A4%ED%83%80%EC%9D%BC.png,3
158,DJ DOC,Run To You,pR5sDqm8Wys,https://i1.sndcdn.com/artworks-000128746985-743ve3-t500x500.jpg,3
159,imagine dragon,Warriors,1uBPOu3si5w,https://upload.wikimedia.org/wikipedia/en/f/fb/Song_Cover_for_%22Warriors%22_by_Imagine_Dragons.jpg,3
160,BTS,Dynamite,NvK9APEhcdk,https://images.genius.com/f3e5004043bf81134c629b0dece156c3.870x870x1.jpg,3
161,겨울왕국,Love is an open door,Jf5VVKZVpb8,"https://images-na.ssl-images-amazon.com/images/I/91EFrR3k2PL._AC_UL600_SR600,600_.jpg",3
162,화사,Maria,GCWdUH18pPc,https://blog.kakaocdn.net/dn/cyHsOs/btqFoAuBArc/h0tkf2bW0EvKCT58GD4EF0/img.jpg,3
163,NCT127,Sit Down,CzRPThEv-uc,https://www.wowkorea.live/img/album/47/236106/307856_m.jpg,3
164,창모,METEOR,lOrU0MH0bMk,https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/321/723/81321723_1575013966692_1_600x600.JPG,3
165,이문세,깊은 밤을 날아서,4mozUs2aIAg,https://i.ytimg.com/vi/_xXLKrRFQUk/maxresdefault.jpg,3
166,이문세,조조할인,yFbUis9rieU,https://cdnimg.melon.co.kr/cm/album/images/000/04/428/4428_500.jpg,3
167,제시,눈누난나,tJQaUW36pMw,https://www.m-i.kr/news/photo/202007/733837_514903_917.jpg,3
168,BTS,Savage Love,qvu4nPMyl3U,https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/608/342/81608342_1601614360183_1_600x600.JPG,3
169,청하,PLAY,jPFrHYXYxak,https://cdnimg.melon.co.kr/cm2/album/images/104/56/137/10456137_20200706153246_500.jpg?9bb5242191e45f3ff48d5683c8cf723d,3
170,리듬파워,6am,_BzRiUPntX0,"https://i.kfs.io/album/global/62793458,0v1/fit/500x500.jpg",3
171,청하,롤러코스터,900X9fDFLc4,https://cdnimg.melon.co.kr/cm/album/images/101/29/940/10129940_500.jpg?7927567fafcd0927e9ea69da7ae70582,3
172,소녀시대,다시 만난 세계,dFkDvvV60-Q,https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/051/320/689/51320689_1323228273833_1_600x600.JPG,3
173,헨리,Trap,vBtlveoOiRE,https://withdrama.co.kr/web/product/big/20191211/9afdb1807b75d59d6263e1dde4c824bd.jpg,3
174,악동뮤지션,Dinosaur,Slxqols4jLw,https://cdnimg.melon.co.kr/cm/album/images/100/81/450/10081450_500.jpg?33ce1d2928445c509561fe6c1d334f98,3
175,CIX,MOVIE STAR,eGIdNLh31lY,https://images.genius.com/eb4c516c8b2f5e9b38c02dd5364772ea.600x600x1.jpg,3
176,The Weeknd,Blinding Lights,fHI8X4OXluQ,https://upload.wikimedia.org/wikipedia/en/e/e6/The_Weeknd_-_Blinding_Lights.png,3
